,DateTime,Consumption,Price,Temperature
445,2021-01-19 13:00:00,3.04,8.866,-5.2
446,2021-01-19 14:00:00,2.0,8.866,-4.9
447,2021-01-19 15:00:00,2.27,9.212,-4.9
448,2021-01-19 16:00:00,3.44,10.076,-4.8
449,2021-01-19 17:00:00,3.0,10.076,-4.8
450,2021-01-19 18:00:00,2.0,9.201,-4.8
451,2021-01-19 19:00:00,1.89,9.205,-4.9
452,2021-01-19 20:00:00,2.23,6.53,-5.0
453,2021-01-19 21:00:00,3.18,5.135,-5.0
454,2021-01-19 22:00:00,6.35,5.998,-5.2
455,2021-01-19 23:00:00,5.5,4.546,-5.7
456,2021-01-20 00:00:00,3.77,3.873,-5.8
457,2021-01-20 01:00:00,1.9,3.761,-5.8
458,2021-01-20 02:00:00,1.81,3.522,-6.0
459,2021-01-20 03:00:00,2.55,3.381,-6.3
460,2021-01-20 04:00:00,2.84,3.319,-6.6
461,2021-01-20 05:00:00,2.07,3.577,-6.9
462,2021-01-20 06:00:00,2.42,4.273,-7.2
463,2021-01-20 07:00:00,2.62,6.779,-7.1
464,2021-01-20 08:00:00,2.55,7.79,-7.2
465,2021-01-20 09:00:00,3.35,9.12,-7.1
466,2021-01-20 10:00:00,3.79,9.103,-7.4
467,2021-01-20 11:00:00,3.2,10.075,-7.2
468,2021-01-20 12:00:00,2.45,10.073,-7.1
469,2021-01-20 13:00:00,2.5,9.61,-7.1
470,2021-01-20 14:00:00,2.47,9.102,-7.2
471,2021-01-20 15:00:00,3.59,9.608,-7.6
472,2021-01-20 16:00:00,4.59,10.076,-7.9
473,2021-01-20 17:00:00,2.21,10.081,-8.0
474,2021-01-20 18:00:00,1.87,10.079,-8.1
475,2021-01-20 19:00:00,2.95,9.083,-8.2
476,2021-01-20 20:00:00,4.27,6.207,-8.3
477,2021-01-20 21:00:00,3.08,4.426,-8.4
478,2021-01-20 22:00:00,4.37,3.992,-8.5
479,2021-01-20 23:00:00,4.92,3.657,-8.4
480,2021-01-21 00:00:00,4.58,3.137,-8.3
481,2021-01-21 01:00:00,2.22,3.081,-8.3
482,2021-01-21 02:00:00,2.39,2.665,-8.2
483,2021-01-21 03:00:00,2.55,2.585,-8.2
484,2021-01-21 04:00:00,1.87,2.476,-8.5
485,2021-01-21 05:00:00,1.07,2.667,-8.7
486,2021-01-21 06:00:00,2.05,3.936,-9.1
487,2021-01-21 07:00:00,1.91,6.07,-9.6
488,2021-01-21 08:00:00,3.36,6.064,-9.7
489,2021-01-21 09:00:00,3.3,5.458,-10.1
490,2021-01-21 10:00:00,2.45,5.528,-10.2
491,2021-01-21 11:00:00,3.39,5.958,-10.2
492,2021-01-21 12:00:00,2.12,6.075,-10.1
493,2021-01-21 13:00:00,1.4,5.92,-10.1
494,2021-01-21 14:00:00,3.03,5.91,-10.4
495,2021-01-21 15:00:00,2.8,5.921,-10.6
496,2021-01-21 16:00:00,3.24,6.159,-10.6
497,2021-01-21 17:00:00,1.18,6.201,-10.6
